transaction_id,store_id,store_format,checkout_id,transaction_hour,day_of_week,is_weekend,avg_basket_per_store,nb_items,transaction_duration_sec,nb_cancellations,fraud_pattern,is_synthetic_fraud,sec_per_item,cancel_ratio,items_vs_store_avg,store_avg_duration,duration_vs_store_avg,checkout_tx_count,store_tx_count,store_format_encoded,rule_reasons,rule_score,anomaly_flag,anomaly_score_raw,ml_risk_score,final_risk_score,final_flag
TX_001703,STORE_07,hyper,CHK_026,19,4,0,15,2,354,3,too_slow_for_few_items,1,177.0,1.5,0.13333333333333333,144.76382488479263,2.4453623015399306,129,868,3,"too_slow_for_small_basket, high_cancel_ratio, basket_much_smaller_than_store_average",60,1,-0.1092458029748471,83.0,76.1,1
TX_002289,STORE_07,hyper,CHK_006,13,5,1,15,3,397,3,too_slow_for_few_items,1,132.33333333333334,1.0,0.2,144.76382488479263,2.742397835342804,112,868,3,"too_slow_for_small_basket, high_cancel_ratio, basket_much_smaller_than_store_average",60,1,-0.10849368538056037,82.79,75.95,1
TX_001582,STORE_01,city,CHK_023,11,6,1,6,3,617,2,too_slow_for_few_items,1,205.66666666666666,0.6666666666666666,0.5,70.39753639417694,8.764511254275034,105,893,0,"too_slow_for_small_basket, high_cancel_ratio",45,1,-0.1307028700905679,89.07,75.85,1
TX_004993,STORE_08,hyper,CHK_055,12,4,0,16,2,418,2,too_slow_for_few_items,1,209.0,1.0,0.125,153.7780269058296,2.7182036888532477,108,892,3,"too_slow_for_small_basket, high_cancel_ratio, basket_much_smaller_than_store_average",60,1,-0.10657106646993875,82.24,75.57,1
TX_004811,STORE_05,retail_park,CHK_004,12,6,1,12,2,563,1,too_slow_for_few_items,1,281.5,0.5,0.16666666666666666,124.02059496567506,4.5395686108087165,114,874,2,"too_slow_for_small_basket, high_cancel_ratio, basket_much_smaller_than_store_average",60,1,-0.10492761201088996,81.78,75.25,1
TX_003574,STORE_03,mall,CHK_004,19,5,1,9,3,493,3,too_slow_for_few_items,1,164.33333333333334,1.0,0.3333333333333333,97.91537544696067,5.034960012659615,114,839,1,"too_slow_for_small_basket, high_cancel_ratio",45,1,-0.12714357451790836,88.06,75.14,1
TX_003534,STORE_05,retail_park,CHK_014,18,6,1,12,2,546,1,too_slow_for_few_items,1,273.0,0.5,0.16666666666666666,124.02059496567506,4.4024946030223076,114,874,2,"too_slow_for_small_basket, high_cancel_ratio, basket_much_smaller_than_store_average",60,1,-0.10362924775264393,81.41,74.99,1
TX_000632,STORE_03,mall,CHK_060,11,3,0,9,2,658,1,too_slow_for_few_items,1,329.0,0.5,0.2222222222222222,97.91537544696067,6.7200886173022845,118,839,1,"too_slow_for_small_basket, high_cancel_ratio",45,1,-0.1262882742691318,87.82,74.97,1
TX_004729,STORE_01,city,CHK_036,20,5,1,6,2,177,6,many_cancellations,1,88.5,3.0,0.3333333333333333,70.39753639417694,2.514292531615366,124,893,0,"high_cancellations, high_cancel_ratio",55,1,-0.11046530049626724,83.34,74.84,1
TX_000279,STORE_05,retail_park,CHK_059,21,3,0,12,2,444,2,too_slow_for_few_items,1,222.0,1.0,0.16666666666666666,124.02059496567506,3.5800505563038545,114,874,2,"too_slow_for_small_basket, high_cancel_ratio, basket_much_smaller_than_store_average",60,1,-0.10182266697304265,80.9,74.63,1
TX_003950,STORE_03,mall,CHK_038,21,4,0,9,22,22,5,night_abnormal,1,1.0,0.22727272727272727,2.4444444444444446,97.91537544696067,0.22468381395235604,107,839,1,"high_cancellations, too_fast_for_large_basket, abnormal_edge_hour_pattern",85,1,-0.06304502971134907,69.93,74.45,1
TX_003299,STORE_08,hyper,CHK_016,19,2,0,16,1,338,1,too_slow_for_few_items,1,338.0,1.0,0.0625,153.7780269058296,2.197973317780856,109,892,3,"too_slow_for_small_basket, high_cancel_ratio, basket_much_smaller_than_store_average",60,1,-0.09972860565297692,80.31,74.22,1
TX_002284,STORE_02,city,CHK_055,9,4,0,7,2,406,3,too_slow_for_few_items,1,203.0,1.5,0.2857142857142857,79.8921679909194,5.081849825957236,108,881,0,"too_slow_for_small_basket, high_cancel_ratio",45,1,-0.1212012555914288,86.38,73.97,1
TX_005329,STORE_07,hyper,CHK_018,9,3,0,15,2,394,2,too_slow_for_few_items,1,197.0,1.0,0.13333333333333333,144.76382488479263,2.7216744260077195,127,868,3,"too_slow_for_small_basket, high_cancel_ratio, basket_much_smaller_than_store_average",60,1,-0.09827288374340837,79.9,73.93,1
TX_003939,STORE_03,mall,CHK_026,19,6,1,9,2,527,1,too_slow_for_few_items,1,263.5,0.5,0.2222222222222222,97.91537544696067,5.3821986342223465,129,839,1,"too_slow_for_small_basket, high_cancel_ratio",45,1,-0.12060226982798072,86.21,73.85,1
TX_003669,STORE_03,mall,CHK_027,8,4,0,9,22,17,5,night_abnormal,1,0.7727272727272727,0.22727272727272727,2.4444444444444446,97.91537544696067,0.17361931078136603,113,839,1,"high_cancellations, too_fast_for_large_basket, abnormal_edge_hour_pattern",85,1,-0.05921420047922499,68.85,73.69,1
TX_003075,STORE_08,hyper,CHK_041,8,5,1,16,22,35,5,night_abnormal,1,1.5909090909090908,0.22727272727272727,1.375,153.7780269058296,0.22760078734417147,129,892,3,"high_cancellations, too_fast_for_large_basket, abnormal_edge_hour_pattern",85,1,-0.05749457384752643,68.36,73.35,1
TX_004244,STORE_02,city,CHK_033,17,1,0,7,2,511,2,too_slow_for_few_items,1,255.5,1.0,0.2857142857142857,79.8921679909194,6.3961213326703135,106,881,0,"too_slow_for_small_basket, high_cancel_ratio",45,1,-0.1161420740512783,84.95,72.96,1
TX_001494,STORE_04,mall,CHK_013,17,6,1,10,1,345,2,too_slow_for_few_items,1,345.0,2.0,0.1,105.14285714285714,3.28125,122,875,1,"too_slow_for_small_basket, high_cancel_ratio",45,1,-0.111798554164239,83.72,72.1,1
TX_006379,STORE_02,city,CHK_054,15,6,1,7,1,391,1,too_slow_for_few_items,1,391.0,1.0,0.14285714285714285,79.8921679909194,4.894096753569653,119,881,0,"too_slow_for_small_basket, high_cancel_ratio",45,1,-0.11078007596840689,83.43,71.9,1
TX_004242,STORE_03,mall,CHK_056,12,5,1,9,3,502,2,too_slow_for_few_items,1,167.33333333333334,0.6666666666666666,0.3333333333333333,97.91537544696067,5.126876118367397,119,839,1,"too_slow_for_small_basket, high_cancel_ratio",45,1,-0.1097322545128736,83.14,71.7,1
TX_001810,STORE_06,retail_park,CHK_025,8,4,0,13,3,529,2,too_slow_for_few_items,1,176.33333333333334,0.6666666666666666,0.23076923076923078,129.70387243735763,4.078521250439058,117,878,2,"too_slow_for_small_basket, high_cancel_ratio, basket_much_smaller_than_store_average",60,1,-0.08639086070053559,76.53,71.57,1
TX_005923,STORE_04,mall,CHK_056,20,0,0,10,3,671,2,too_slow_for_few_items,1,223.66666666666666,0.6666666666666666,0.3,105.14285714285714,6.38179347826087,119,875,1,"too_slow_for_small_basket, high_cancel_ratio",45,1,-0.10869912359211908,82.84,71.49,1
TX_004686,STORE_03,mall,CHK_022,19,4,0,9,2,401,1,too_slow_for_few_items,1,200.5,0.5,0.2222222222222222,97.91537544696067,4.095373154313399,137,839,1,"too_slow_for_small_basket, high_cancel_ratio",45,1,-0.10761823344477572,82.54,71.28,1
TX_005004,STORE_05,retail_park,CHK_028,9,4,0,12,2,305,3,too_slow_for_few_items,1,152.5,1.5,0.16666666666666666,124.02059496567506,2.459268963226747,121,874,2,"too_slow_for_small_basket, high_cancel_ratio, basket_much_smaller_than_store_average",60,1,-0.08456136281541515,76.02,71.21,1
TX_005364,STORE_04,mall,CHK_020,8,6,1,10,21,16,5,night_abnormal,1,0.7619047619047619,0.23809523809523808,2.1,105.14285714285714,0.15217391304347827,110,875,1,"high_cancellations, too_fast_for_large_basket, abnormal_edge_hour_pattern",85,1,-0.04595527417476586,65.09,71.06,1
TX_004176,STORE_07,hyper,CHK_026,8,2,0,15,14,25,5,night_abnormal,1,1.7857142857142858,0.35714285714285715,0.9333333333333333,144.76382488479263,0.17269507779236798,129,868,3,"high_cancellations, too_fast_for_large_basket, high_cancel_ratio, abnormal_edge_hour_pattern",100,1,-0.020715103239226096,57.95,70.56,1
TX_004040,STORE_02,city,CHK_001,18,5,1,7,2,509,1,too_slow_for_few_items,1,254.5,0.5,0.2857142857142857,79.8921679909194,6.3710875896853025,126,881,0,"too_slow_for_small_basket, high_cancel_ratio",45,1,-0.10357997888470105,81.4,70.48,1
TX_002866,STORE_06,retail_park,CHK_056,15,4,0,13,2,393,2,too_slow_for_few_items,1,196.5,1.0,0.15384615384615385,129.70387243735763,3.0299789251844045,119,878,2,"too_slow_for_small_basket, high_cancel_ratio, basket_much_smaller_than_store_average",60,1,-0.08085556831332019,74.97,70.48,1
TX_003324,STORE_03,mall,CHK_028,12,4,0,9,2,453,1,too_slow_for_few_items,1,226.5,0.5,0.2222222222222222,97.91537544696067,4.626443987291695,121,839,1,"too_slow_for_small_basket, high_cancel_ratio",45,1,-0.1029924014685264,81.23,70.36,1
TX_006921,STORE_04,mall,CHK_041,13,3,0,10,2,472,2,too_slow_for_few_items,1,236.0,1.0,0.2,105.14285714285714,4.489130434782608,129,875,1,"too_slow_for_small_basket, high_cancel_ratio",45,1,-0.10127347151696053,80.74,70.02,1
TX_003815,STORE_04,mall,CHK_009,8,0,0,10,21,15,5,night_abnormal,1,0.7142857142857143,0.23809523809523808,2.1,105.14285714285714,0.14266304347826086,127,875,1,"high_cancellations, too_fast_for_large_basket, abnormal_edge_hour_pattern",85,1,-0.040591668838961925,63.58,70.01,1
TX_006718,STORE_01,city,CHK_004,8,1,0,6,3,370,3,too_slow_for_few_items,1,123.33333333333333,1.0,0.5,70.39753639417694,5.25586574405472,114,893,0,"too_slow_for_small_basket, high_cancel_ratio",45,1,-0.10090774103634703,80.64,69.95,1
TX_006664,STORE_01,city,CHK_048,9,0,0,6,1,271,1,too_slow_for_few_items,1,271.0,1.0,0.16666666666666666,70.39753639417694,3.849566531456295,111,893,0,"too_slow_for_small_basket, high_cancel_ratio",45,1,-0.09910872623947642,80.13,69.59,1
TX_001730,STORE_02,city,CHK_004,15,2,0,7,1,268,2,too_slow_for_few_items,1,268.0,2.0,0.14285714285714285,79.8921679909194,3.3545215599914755,114,881,0,"too_slow_for_small_basket, high_cancel_ratio",45,1,-0.09900857339468472,80.1,69.57,1
TX_004087,STORE_01,city,CHK_055,15,2,0,6,3,181,6,many_cancellations,1,60.333333333333336,2.0,0.5,70.39753639417694,2.571112701821363,108,893,0,"high_cancellations, high_cancel_ratio",55,1,-0.08333335862515812,75.67,69.47,1
TX_005626,STORE_05,retail_park,CHK_018,12,4,0,12,3,458,3,too_slow_for_few_items,1,152.66666666666666,1.0,0.25,124.02059496567506,3.692935033304426,127,874,2,"too_slow_for_small_basket, high_cancel_ratio",45,1,-0.09784280577720395,79.77,69.34,1
TX_000588,STORE_02,city,CHK_023,19,1,0,7,5,196,9,many_cancellations,1,39.2,1.8,0.7142857142857143,79.8921679909194,2.4533068125310793,105,881,0,"high_cancellations, high_cancel_ratio",55,1,-0.08111106204119112,75.04,69.03,1
TX_004862,STORE_06,retail_park,CHK_028,21,5,1,13,13,24,5,night_abnormal,1,1.8461538461538463,0.38461538461538464,1.0,129.70387243735763,0.1850368809272919,121,878,2,"high_cancellations, too_fast_for_large_basket, high_cancel_ratio, abnormal_edge_hour_pattern",100,1,-0.012953050606669847,55.76,69.03,1
TX_001752,STORE_08,hyper,CHK_007,17,0,0,16,3,373,2,too_slow_for_few_items,1,124.33333333333333,0.6666666666666666,0.1875,153.7780269058296,2.4255741051250275,115,892,3,"too_slow_for_small_basket, high_cancel_ratio, basket_much_smaller_than_store_average",60,1,-0.0722705833355064,72.54,68.78,1
TX_005500,STORE_02,city,CHK_028,9,5,1,7,5,200,8,many_cancellations,1,40.0,1.6,0.7142857142857143,79.8921679909194,2.503374298501101,121,881,0,"high_cancellations, high_cancel_ratio",55,1,-0.07901888151425451,74.45,68.62,1
TX_000766,STORE_08,hyper,CHK_020,16,5,1,16,3,633,1,too_slow_for_few_items,1,211.0,0.3333333333333333,0.1875,153.7780269058296,4.116322811110301,110,892,3,"too_slow_for_small_basket, basket_much_smaller_than_store_average",40,1,-0.10025891282556942,80.46,68.32,1
TX_005994,STORE_03,mall,CHK_011,8,5,1,9,37,88,3,basket_inconsistent_with_store,1,2.3783783783783785,0.08108108108108109,4.111111111111111,97.91537544696067,0.8987352558094241,117,839,1,"too_fast_for_large_basket, basket_much_larger_than_store_average, abnormal_edge_hour_pattern",70,1,-0.05441649818027028,67.49,68.24,1
TX_005161,STORE_01,city,CHK_032,8,1,0,6,32,76,4,basket_inconsistent_with_store,1,2.375,0.125,5.333333333333333,70.39753639417694,1.0795832339139424,110,893,0,"too_fast_for_large_basket, basket_much_larger_than_store_average, abnormal_edge_hour_pattern",70,1,-0.053921261816438304,67.35,68.14,1
TX_001376,STORE_06,retail_park,CHK_037,20,3,0,13,2,285,2,too_slow_for_few_items,1,142.5,1.0,0.15384615384615385,129.70387243735763,2.1973129610115913,144,878,2,"too_slow_for_small_basket, high_cancel_ratio, basket_much_smaller_than_store_average",60,1,-0.0688863847400546,71.58,68.11,1
TX_003696,STORE_05,retail_park,CHK_034,8,6,1,12,15,34,5,night_abnormal,1,2.2666666666666666,0.3333333333333333,1.25,124.02059496567506,0.2741480155728177,100,874,2,"high_cancellations, too_fast_for_large_basket, abnormal_edge_hour_pattern",85,1,-0.026561860162061413,59.61,67.23,1
TX_001308,STORE_04,mall,CHK_017,16,0,0,10,4,200,7,many_cancellations,1,50.0,1.75,0.4,105.14285714285714,1.9021739130434783,124,875,1,"high_cancellations, high_cancel_ratio",55,1,-0.0716059478804596,72.35,67.14,1
TX_002716,STORE_02,city,CHK_036,8,5,1,7,21,27,4,night_abnormal,1,1.2857142857142858,0.19047619047619047,3.0,79.8921679909194,0.3379555302976487,124,881,0,"too_fast_for_large_basket, basket_much_larger_than_store_average, abnormal_edge_hour_pattern",70,1,-0.04765596507235248,65.58,66.91,1
TX_001366,STORE_02,city,CHK_059,21,3,0,7,16,23,5,night_abnormal,1,1.4375,0.3125,2.2857142857142856,79.8921679909194,0.28788804432762666,114,881,0,"high_cancellations, too_fast_for_large_basket, abnormal_edge_hour_pattern",85,1,-0.024613781407418878,59.06,66.84,1
TX_005491,STORE_01,city,CHK_060,21,3,0,6,44,23,2,basket_inconsistent_with_store,1,0.5227272727272727,0.045454545454545456,7.333333333333333,70.39753639417694,0.3267159786844826,118,893,0,"too_fast_for_large_basket, basket_much_larger_than_store_average, abnormal_edge_hour_pattern",70,1,-0.04687236551363494,65.35,66.74,1
TX_000483,STORE_02,city,CHK_033,8,5,1,7,23,40,3,night_abnormal,1,1.7391304347826086,0.13043478260869565,3.2857142857142856,79.8921679909194,0.5006748597002203,106,881,0,"too_fast_for_large_basket, basket_much_larger_than_store_average, abnormal_edge_hour_pattern",70,1,-0.04657597441982797,65.27,66.69,1
TX_005363,STORE_01,city,CHK_023,8,1,0,6,21,22,3,night_abnormal,1,1.0476190476190477,0.14285714285714285,3.5,70.39753639417694,0.31251093613298336,105,893,0,"too_fast_for_large_basket, basket_much_larger_than_store_average, abnormal_edge_hour_pattern",70,1,-0.045450036126074345,64.95,66.46,1
TX_005285,STORE_01,city,CHK_059,8,0,0,6,23,35,3,night_abnormal,1,1.5217391304347827,0.13043478260869565,3.8333333333333335,70.39753639417694,0.4971764893024735,114,893,0,"too_fast_for_large_basket, basket_much_larger_than_store_average, abnormal_edge_hour_pattern",70,1,-0.04530094481277158,64.91,66.44,1
TX_000562,STORE_01,city,CHK_048,8,1,0,6,16,41,5,night_abnormal,1,2.5625,0.3125,2.6666666666666665,70.39753639417694,0.5824067446114689,111,893,0,"high_cancellations, basket_much_larger_than_store_average, abnormal_edge_hour_pattern",75,1,-0.03385792645521524,61.67,65.67,1
TX_005361,STORE_07,hyper,CHK_052,12,5,1,15,3,490,1,too_slow_for_few_items,1,163.33333333333334,0.3333333333333333,0.2,144.76382488479263,3.384823524730413,131,868,3,"too_slow_for_small_basket, basket_much_smaller_than_store_average",40,1,-0.08626631130993001,76.5,65.55,1
TX_000480,STORE_04,mall,CHK_039,8,5,1,10,6,194,7,many_cancellations,1,32.333333333333336,1.1666666666666667,0.6,105.14285714285714,1.845108695652174,130,875,1,"high_cancellations, high_cancel_ratio",55,1,-0.062402778979469,69.75,65.32,1
TX_003087,STORE_02,city,CHK_009,21,1,0,7,3,662,1,too_slow_for_few_items,1,220.66666666666666,0.3333333333333333,0.42857142857142855,79.8921679909194,8.286168928038645,127,881,0,too_slow_for_small_basket,25,1,-0.10651593022863914,82.23,65.06,1
TX_005531,STORE_03,mall,CHK_045,16,6,1,9,8,200,6,many_cancellations,1,25.0,0.75,0.8888888888888888,97.91537544696067,2.0425801268396,107,839,1,"high_cancellations, high_cancel_ratio",55,1,-0.05930859549231626,68.87,64.71,0
TX_002540,STORE_03,mall,CHK_038,9,5,1,9,3,549,1,too_slow_for_few_items,1,183.0,0.3333333333333333,0.3333333333333333,97.91537544696067,5.606882448174702,107,839,1,too_slow_for_small_basket,25,1,-0.10401385314941036,81.52,64.56,0
TX_000124,STORE_03,mall,CHK_041,17,0,0,9,11,219,7,many_cancellations,1,19.90909090909091,0.6363636363636364,1.2222222222222223,97.91537544696067,2.236625238889362,129,839,1,"high_cancellations, high_cancel_ratio",55,1,-0.056934570206350066,68.2,64.24,0
TX_003153,STORE_05,retail_park,CHK_051,19,1,0,12,3,116,8,many_cancellations,1,38.666666666666664,2.6666666666666665,0.25,124.02059496567506,0.935328523719025,121,874,2,"high_cancellations, high_cancel_ratio",55,1,-0.056700974008517036,68.13,64.19,0
TX_002652,STORE_06,retail_park,CHK_001,14,6,1,13,1,94,2,basket_inconsistent_with_store,1,94.0,2.0,0.07692307692307693,129.70387243735763,0.7247277836318932,126,878,2,"too_slow_for_small_basket, high_cancel_ratio, basket_much_smaller_than_store_average",60,1,-0.048588364034262255,65.84,64.09,0
TX_004978,STORE_01,city,CHK_012,21,4,0,6,20,20,3,night_abnormal,1,1.0,0.15,3.3333333333333335,70.39753639417694,0.28410085102998484,119,893,0,"too_fast_for_large_basket, basket_much_larger_than_store_average, abnormal_edge_hour_pattern",70,1,-0.03326885057755136,61.51,64.06,0
TX_001268,STORE_08,hyper,CHK_031,15,2,0,16,1,74,4,basket_inconsistent_with_store,1,74.0,4.0,0.0625,153.7780269058296,0.48121309324196254,113,892,3,"high_cancel_ratio, basket_much_smaller_than_store_average",35,1,-0.0860477931223178,76.44,64.01,0
TX_005111,STORE_08,hyper,CHK_015,15,5,1,16,2,90,4,basket_inconsistent_with_store,1,45.0,2.0,0.125,153.7780269058296,0.5852591674564409,108,892,3,"high_cancel_ratio, basket_much_smaller_than_store_average",35,1,-0.08391657137490938,75.83,63.58,0
