transaction_id,store_id,store_format,checkout_id,transaction_hour,day_of_week,is_weekend,avg_basket_per_store,nb_items,transaction_duration_sec,nb_cancellations,fraud_pattern,is_synthetic_fraud,sec_per_item,cancel_ratio,items_vs_store_avg,store_avg_duration,duration_vs_store_avg,checkout_tx_count,store_tx_count,store_format_encoded,rule_reasons,rule_score,anomaly_score_raw,ml_risk_score,final_risk_score,risk_level,action,final_flag
TX_000021,STORE_02,city,CHK_060,16,3,0,7,8,80,1,normal,0,10.0,0.125,1.1428571428571428,79.71461716937355,1.0035800564659312,128,862,0,none,0,0.10173397963908482,13.31,7.99,low,OK,0
TX_000022,STORE_03,mall,CHK_004,9,1,0,9,17,170,0,normal,0,10.0,0.0,1.8888888888888888,98.02662037037037,1.7342227994568746,98,864,1,none,0,0.023313681729958846,37.96,22.78,low,OK,0
TX_000023,STORE_04,mall,CHK_049,11,6,1,10,9,85,0,normal,0,9.444444444444445,0.0,0.9,104.49385474860335,0.8134449648211116,118,895,1,none,0,0.09232139026744934,16.27,9.76,low,OK,0
TX_000024,STORE_03,mall,CHK_001,20,3,0,9,5,43,1,normal,0,8.6,0.2,0.5555555555555556,98.02662037037037,0.4386563551567389,123,864,1,none,0,0.07177746501640953,22.73,13.64,low,OK,0
TX_000025,STORE_02,city,CHK_044,8,6,1,7,18,34,3,night_abnormal,1,1.8888888888888888,0.16666666666666666,2.5714285714285716,79.71461716937355,0.42652152399802074,111,862,0,"moderate_cancellations, too_fast, basket_too_large, edge_hour_fast_pattern",90,-0.060095498215553156,64.19,74.51,high,REVIEW,1
TX_000026,STORE_03,mall,CHK_050,14,5,1,9,7,93,0,normal,0,13.285714285714286,0.0,0.7777777777777778,98.02662037037037,0.9487218844087609,114,864,1,none,0,0.10776390208944758,11.41,6.85,low,OK,0
TX_000027,STORE_08,hyper,CHK_016,21,6,1,16,19,162,0,normal,0,8.526315789473685,0.0,1.1875,153.91869918699186,1.052503697443482,103,861,3,none,0,0.0445329860225237,31.29,18.77,low,OK,0
TX_000028,STORE_02,city,CHK_054,9,5,1,7,8,86,0,normal,0,10.75,0.0,1.1428571428571428,79.71461716937355,1.078848560700876,115,862,0,none,0,0.07475010989344649,21.79,13.07,low,OK,0
TX_000029,STORE_01,city,CHK_047,12,4,0,6,9,99,1,normal,0,11.0,0.1111111111111111,1.5,69.33370535714286,1.4278769537852325,140,896,0,none,0,0.0397997510252065,32.78,19.67,low,OK,0
TX_000030,STORE_08,hyper,CHK_015,8,0,0,16,21,180,0,normal,0,8.571428571428571,0.0,1.3125,153.91869918699186,1.16944855271498,112,861,3,none,0,0.05953083318553187,26.58,15.95,low,OK,0
TX_000031,STORE_06,retail_park,CHK_053,8,1,0,13,10,112,1,normal,0,11.2,0.1,0.7692307692307693,131.8413407821229,0.8495059238292175,125,895,2,none,0,0.08537284568887593,18.45,11.07,low,OK,0
TX_000032,STORE_08,hyper,CHK_001,10,1,0,16,16,168,0,normal,0,10.5,0.0,1.0,153.91869918699186,1.0914853158673148,123,861,3,none,0,0.10254045010159346,13.05,7.83,low,OK,0
TX_000033,STORE_08,hyper,CHK_042,18,4,0,16,14,122,1,normal,0,8.714285714285714,0.07142857142857142,0.875,153.91869918699186,0.7926262412845976,117,861,3,none,0,0.09218540727168512,16.31,9.79,low,OK,0
TX_000034,STORE_04,mall,CHK_008,15,6,1,10,9,90,0,normal,0,10.0,0.0,0.9,104.49385474860335,0.8612946686341182,126,895,1,none,0,0.09599134806871323,15.11,9.07,low,OK,0
TX_000035,STORE_03,mall,CHK_058,15,2,0,9,6,65,0,normal,0,10.833333333333334,0.0,0.6666666666666666,98.02662037037037,0.6630851880276286,106,864,1,none,0,0.12075626186844479,7.33,4.4,low,OK,0
TX_000036,STORE_07,hyper,CHK_007,18,0,0,15,17,241,0,normal,0,14.176470588235293,0.0,1.1333333333333333,149.55452436194895,1.611452418629185,125,862,3,none,0,0.05509329769012877,27.97,16.78,low,OK,0
TX_000037,STORE_06,retail_park,CHK_049,14,3,0,13,12,123,0,normal,0,10.25,0.0,0.9230769230769231,131.8413407821229,0.9329395413481585,118,895,2,none,0,0.13066436962885586,4.21,2.53,low,OK,0
TX_000038,STORE_03,mall,CHK_048,14,1,0,9,8,67,1,normal,0,8.375,0.125,0.8888888888888888,98.02662037037037,0.6834878091977095,119,864,1,none,0,0.11531439282700284,9.04,5.42,low,OK,0
TX_000039,STORE_01,city,CHK_023,20,2,0,6,5,42,0,normal,0,8.4,0.0,0.8333333333333334,69.33370535714286,0.605765980393735,125,896,0,none,0,0.08510723754817873,18.53,11.12,low,OK,0
TX_000040,STORE_03,mall,CHK_015,21,5,1,9,16,253,0,normal,0,15.8125,0.0,1.7777777777777777,98.02662037037037,2.5809315780152313,112,864,1,none,0,-0.012983619810652991,49.38,29.63,low,OK,0
TX_000041,STORE_03,mall,CHK_009,10,5,1,9,6,68,1,normal,0,11.333333333333334,0.16666666666666666,0.6666666666666666,98.02662037037037,0.6936891197827499,126,864,1,none,0,0.07004161627448574,23.27,13.96,low,OK,0
TX_000042,STORE_05,retail_park,CHK_010,14,0,0,12,12,109,0,normal,0,9.083333333333334,0.0,1.0,123.53757225433526,0.8823226651693805,124,865,2,none,0,0.1357547238124887,2.61,1.57,low,OK,0
TX_000043,STORE_04,mall,CHK_036,15,4,0,10,10,107,0,normal,0,10.7,0.0,1.0,104.49385474860335,1.0239836615983404,127,895,1,none,0,0.12863359942546054,4.85,2.91,low,OK,0
TX_000044,STORE_07,hyper,CHK_052,15,0,0,15,14,190,0,normal,0,13.571428571428571,0.0,0.9333333333333333,149.55452436194895,1.2704396661391915,113,862,3,none,0,0.09634530059200225,15.0,9.0,low,OK,0
TX_000045,STORE_03,mall,CHK_003,8,2,0,9,9,71,1,normal,0,7.888888888888889,0.1111111111111111,1.0,98.02662037037037,0.7242930515378712,122,864,1,none,0,0.10572942521922873,12.05,7.23,low,OK,0
TX_000046,STORE_06,retail_park,CHK_006,19,5,1,13,18,130,1,normal,0,7.222222222222222,0.05555555555555555,1.3846153846153846,131.8413407821229,0.9860336615874846,109,895,2,none,0,0.06118442815259317,26.06,15.64,low,OK,0
TX_000047,STORE_05,retail_park,CHK_047,18,0,0,12,12,119,1,normal,0,9.916666666666666,0.08333333333333333,1.0,123.53757225433526,0.9632696986711585,140,865,2,none,0,0.09008771874524674,16.97,10.18,low,OK,0
TX_000048,STORE_06,retail_park,CHK_039,11,1,0,13,11,69,0,normal,0,6.2727272727272725,0.0,0.8461538461538461,131.8413407821229,0.5233563280733572,130,895,2,none,0,0.09136730824962741,16.57,9.94,low,OK,0
TX_000049,STORE_03,mall,CHK_023,15,2,0,9,8,83,1,normal,0,10.375,0.125,0.8888888888888888,98.02662037037037,0.8467087785583565,125,864,1,none,0,0.12278831724262623,6.69,4.01,low,OK,0
TX_000050,STORE_06,retail_park,CHK_055,19,3,0,13,18,179,1,normal,0,9.944444444444445,0.05555555555555555,1.3846153846153846,131.8413407821229,1.3576925032627671,98,895,2,none,0,0.054359133274920035,28.2,16.92,low,OK,0
TX_000051,STORE_05,retail_park,CHK_032,18,4,0,12,10,119,0,normal,0,11.9,0.0,0.8333333333333334,123.53757225433526,0.9632696986711585,113,865,2,none,0,0.13204470580834737,3.78,2.27,low,OK,0
TX_000052,STORE_05,retail_park,CHK_052,20,0,0,12,17,181,1,normal,0,10.647058823529411,0.058823529411764705,1.4166666666666667,123.53757225433526,1.4651413063821823,113,865,2,none,0,0.07112051848022322,22.93,13.76,low,OK,0
TX_000053,STORE_06,retail_park,CHK_009,21,6,1,13,12,159,1,normal,0,13.25,0.08333333333333333,0.9230769230769231,131.8413407821229,1.2059950168646927,126,895,2,none,0,0.04951010799173938,29.73,17.84,low,OK,0
TX_000054,STORE_01,city,CHK_016,18,4,0,6,3,45,0,normal,0,15.0,0.0,0.5,69.33370535714286,0.6490349789932874,103,896,0,none,0,0.06922572465824972,23.53,14.12,low,OK,0
TX_000055,STORE_04,mall,CHK_028,17,3,0,10,10,108,0,normal,0,10.8,0.0,1.0,104.49385474860335,1.0335536023609417,125,895,1,none,0,0.13508152252953753,2.82,1.69,low,OK,0
TX_000056,STORE_02,city,CHK_056,19,0,0,7,2,41,0,normal,0,20.5,0.0,0.2857142857142857,79.71461716937355,0.5143347789387898,113,862,0,basket_too_small,15,0.0557848454884467,27.75,22.65,low,OK,0
TX_000057,STORE_08,hyper,CHK_047,10,4,0,16,19,180,1,normal,0,9.473684210526315,0.05263157894736842,1.1875,153.91869918699186,1.16944855271498,140,861,3,none,0,0.05511375684908637,27.97,16.78,low,OK,0
TX_000058,STORE_05,retail_park,CHK_019,12,1,0,12,14,159,0,normal,0,11.357142857142858,0.0,1.1666666666666667,123.53757225433526,1.2870578326782707,106,865,2,none,0,0.11629122442418144,8.73,5.24,low,OK,0
TX_000059,STORE_02,city,CHK_044,10,3,0,7,4,53,0,normal,0,13.25,0.0,0.5714285714285714,79.71461716937355,0.6648717874086795,111,862,0,none,0,0.09886181468020189,14.21,8.53,low,OK,0
TX_000060,STORE_06,retail_park,CHK_060,8,5,1,13,17,183,1,normal,0,10.764705882352942,0.058823529411764705,1.3076923076923077,131.8413407821229,1.388032000542382,128,895,2,none,0,0.04082297169914806,32.46,19.48,low,OK,0
TX_000061,STORE_04,mall,CHK_036,8,4,0,10,10,126,1,normal,0,12.6,0.1,1.0,104.49385474860335,1.2058125360877654,127,895,1,none,0,0.08831047037837225,17.53,10.52,low,OK,0
TX_000062,STORE_03,mall,CHK_027,8,2,0,9,10,105,0,normal,0,10.5,0.0,1.1111111111111112,98.02662037037037,1.0711376114292461,114,864,1,none,0,0.12132245794618374,7.15,4.29,low,OK,0
TX_000063,STORE_01,city,CHK_053,17,1,0,6,7,85,1,normal,0,12.142857142857142,0.14285714285714285,1.1666666666666667,69.33370535714286,1.225954960320654,125,896,0,none,0,0.08152954213256863,19.66,11.8,low,OK,0
TX_000064,STORE_05,retail_park,CHK_006,17,6,1,12,14,117,0,normal,0,8.357142857142858,0.0,1.1666666666666667,123.53757225433526,0.9470802919708029,109,865,2,none,0,0.09992522310290508,13.88,8.33,low,OK,0
TX_000065,STORE_07,hyper,CHK_012,8,6,1,15,18,162,0,normal,0,9.0,0.0,1.2,149.55452436194895,1.0832169784976264,119,862,3,none,0,0.0656608956922462,24.65,14.79,low,OK,0
TX_000066,STORE_07,hyper,CHK_037,21,5,1,15,11,59,0,normal,0,5.363636363636363,0.0,0.7333333333333333,149.55452436194895,0.3945049489590121,144,862,3,none,0,-0.003214153268455977,46.3,27.78,low,OK,0
TX_000067,STORE_08,hyper,CHK_056,9,5,1,16,21,255,0,normal,0,12.142857142857142,0.0,1.3125,153.91869918699186,1.6567187830128884,113,861,3,none,0,0.013036669024148684,41.19,24.71,low,OK,0
TX_000068,STORE_01,city,CHK_008,17,3,0,6,10,101,1,normal,0,10.1,0.1,1.6666666666666667,69.33370535714286,1.4567229528516008,126,896,0,none,0,0.07400928215428987,22.02,13.21,low,OK,0
TX_000069,STORE_01,city,CHK_012,8,1,0,6,8,111,0,normal,0,13.875,0.0,1.3333333333333333,69.33370535714286,1.6009529481834424,119,896,0,none,0,0.052928498672993984,28.65,17.19,low,OK,0
TX_000070,STORE_01,city,CHK_037,8,0,0,6,5,41,0,normal,0,8.2,0.0,0.8333333333333334,69.33370535714286,0.5913429808605508,144,896,0,none,0,0.026210880397458558,37.05,22.23,low,OK,0
TX_000071,STORE_07,hyper,CHK_012,13,6,1,15,16,169,0,normal,0,10.5625,0.0,1.0666666666666667,149.55452436194895,1.1300226504080177,119,862,3,none,0,0.0850639005308148,18.55,11.13,low,OK,0
TX_000072,STORE_04,mall,CHK_009,11,6,1,10,9,68,1,normal,0,7.555555555555555,0.1111111111111111,0.9,104.49385474860335,0.6507559718568893,126,895,1,none,0,0.062180530741942686,25.74,15.44,low,OK,0
TX_000073,STORE_02,city,CHK_009,14,3,0,7,8,115,0,normal,0,14.375,0.0,1.1428571428571428,79.71461716937355,1.4426463311697761,126,862,0,none,0,0.09837176862729158,14.36,8.62,low,OK,0
TX_000074,STORE_08,hyper,CHK_017,9,2,0,16,13,132,0,normal,0,10.153846153846153,0.0,0.8125,153.91869918699186,0.8575956053243187,117,861,3,none,0,0.10184384164058707,13.27,7.96,low,OK,0
TX_000075,STORE_02,city,CHK_025,19,1,0,7,1,25,0,normal,0,25.0,0.0,0.14285714285714285,79.71461716937355,0.3136187676456035,123,862,0,basket_too_small,15,0.025436406300848424,37.3,28.38,low,OK,0
TX_000076,STORE_04,mall,CHK_029,10,1,0,10,7,80,1,normal,0,11.428571428571429,0.14285714285714285,0.7,104.49385474860335,0.765595261008105,118,895,1,none,0,0.0972124225133717,14.73,8.84,low,OK,0
TX_000077,STORE_05,retail_park,CHK_019,11,5,1,12,17,123,0,normal,0,7.235294117647059,0.0,1.4166666666666667,123.53757225433526,0.9956485120718698,106,865,2,none,0,0.0854020571845917,18.44,11.06,low,OK,0
TX_000078,STORE_08,hyper,CHK_031,19,5,1,16,21,223,0,normal,0,10.619047619047619,0.0,1.3125,153.91869918699186,1.4488168180857808,118,861,3,none,0,0.0393653272589517,32.92,19.75,low,OK,0
TX_000079,STORE_03,mall,CHK_048,11,2,0,9,6,75,1,normal,0,12.5,0.16666666666666666,0.6666666666666666,98.02662037037037,0.765098293878033,119,864,1,none,0,0.10222174263631528,13.15,7.89,low,OK,0
TX_000080,STORE_05,retail_park,CHK_021,14,1,0,12,15,85,0,normal,0,5.666666666666667,0.0,1.25,123.53757225433526,0.6880497847651132,110,865,2,none,0,0.11336430115203622,9.65,5.79,low,OK,0
TX_000081,STORE_06,retail_park,CHK_052,13,2,0,13,16,124,0,normal,0,7.75,0.0,1.2307692307692308,131.8413407821229,0.9405244156680622,113,895,2,none,0,0.1128010862346227,9.83,5.9,low,OK,0
TX_000082,STORE_05,retail_park,CHK_058,9,6,1,12,14,122,1,normal,0,8.714285714285714,0.07142857142857142,1.1666666666666667,123.53757225433526,0.987553808721692,106,865,2,none,0,0.06957717935599667,23.42,14.05,low,OK,0
TX_000083,STORE_08,hyper,CHK_039,12,0,0,16,19,185,0,normal,0,9.736842105263158,0.0,1.1875,153.91869918699186,1.2019332347348406,130,861,3,none,0,0.07960334456208756,20.27,12.16,low,OK,0
TX_000084,STORE_04,mall,CHK_051,20,6,1,10,9,79,1,normal,0,8.777777777777779,0.1111111111111111,0.9,104.49385474860335,0.7560253202455037,121,895,1,none,0,0.0630222560982246,25.48,15.29,low,OK,0
TX_000085,STORE_07,hyper,CHK_024,12,0,0,15,16,156,0,normal,0,9.75,0.0,1.0666666666666667,149.55452436194895,1.0430978311458625,92,862,3,none,0,0.07431868584333262,21.93,13.16,low,OK,0
TX_000086,STORE_03,mall,CHK_011,11,6,1,9,11,77,0,normal,0,7.0,0.0,1.2222222222222223,98.02662037037037,0.7855009150481138,108,864,1,none,0,0.08315965422834426,19.15,11.49,low,OK,0
TX_000087,STORE_08,hyper,CHK_036,18,3,0,16,14,84,1,normal,0,6.0,0.07142857142857142,0.875,153.91869918699186,0.5457426579336574,127,861,3,none,0,0.0777936390177078,20.83,12.5,low,OK,0
TX_000088,STORE_04,mall,CHK_041,19,5,1,10,13,102,0,normal,0,7.846153846153846,0.0,1.3,104.49385474860335,0.976133957785334,122,895,1,none,0,0.0955577144050328,15.25,9.15,low,OK,0
TX_000089,STORE_08,hyper,CHK_051,12,3,0,16,17,225,0,normal,0,13.235294117647058,0.0,1.0625,153.91869918699186,1.461810690893725,121,861,3,none,0,0.07334556688755461,22.23,13.34,low,OK,0
TX_000090,STORE_03,mall,CHK_036,9,5,1,9,5,53,0,normal,0,10.6,0.0,0.5555555555555556,98.02662037037037,0.5406694610071433,127,864,1,none,0,0.07255467499547791,22.48,13.49,low,OK,0
TX_000091,STORE_06,retail_park,CHK_038,13,1,0,13,16,171,0,normal,0,10.6875,0.0,1.2307692307692308,131.8413407821229,1.2970135087035375,123,895,2,none,0,0.10485969160012398,12.32,7.39,low,OK,0
TX_000092,STORE_06,retail_park,CHK_027,13,2,0,13,8,82,0,normal,0,10.25,0.0,0.6153846153846154,131.8413407821229,0.6219596942321056,114,895,2,none,0,0.10680059247277307,11.71,7.03,low,OK,0
TX_000093,STORE_05,retail_park,CHK_039,17,6,1,12,18,219,2,normal,0,12.166666666666666,0.1111111111111111,1.5,123.53757225433526,1.7727400336889387,130,865,2,none,0,0.004712076943684695,43.81,26.29,low,OK,0
TX_000094,STORE_05,retail_park,CHK_047,14,6,1,12,17,235,0,normal,0,13.823529411764707,0.0,1.4166666666666667,123.53757225433526,1.9022552872917837,140,865,2,none,0,0.013325087469439278,41.1,24.66,low,OK,0
TX_000095,STORE_08,hyper,CHK_040,13,6,1,16,15,154,1,normal,0,10.266666666666667,0.06666666666666667,0.9375,153.91869918699186,1.0005282062117051,105,861,3,none,0,0.0568149695358493,27.43,16.46,low,OK,0
TX_000096,STORE_01,city,CHK_008,12,0,0,6,4,47,1,normal,0,11.75,0.25,0.6666666666666666,69.33370535714286,0.6778809780596559,126,896,0,none,0,0.05288299321894757,28.67,17.2,low,OK,0
TX_000097,STORE_02,city,CHK_025,9,5,1,7,11,213,6,many_cancellations,1,19.363636363636363,0.5454545454545454,1.5714285714285714,79.71461716937355,2.6720319003405417,123,862,0,"high_cancellations, very_high_cancel_ratio",65,-0.09101251384928655,73.91,70.35,high,REVIEW,1
TX_000098,STORE_01,city,CHK_023,9,6,1,6,1,30,1,normal,0,30.0,1.0,0.16666666666666666,69.33370535714286,0.432689985995525,125,896,0,"very_high_cancel_ratio, basket_too_small",40,-0.07817608105392138,69.87,57.92,medium,MONITOR,1
TX_000099,STORE_06,retail_park,CHK_023,8,6,1,13,19,163,0,normal,0,8.578947368421053,0.0,1.4615384615384615,131.8413407821229,1.2363345141443076,125,895,2,none,0,0.04888039472196892,29.92,17.95,low,OK,0
TX_000100,STORE_02,city,CHK_016,17,3,0,7,5,55,1,normal,0,11.0,0.2,0.7142857142857143,79.71461716937355,0.6899612888203277,103,862,0,none,0,0.07724886220499538,21.01,12.61,low,OK,0
TX_000101,STORE_01,city,CHK_032,12,5,1,6,5,42,0,normal,0,8.4,0.0,0.8333333333333334,69.33370535714286,0.605765980393735,113,896,0,none,0,0.05846208050647317,26.91,16.15,low,OK,0
TX_000102,STORE_07,hyper,CHK_033,20,6,1,15,21,220,1,normal,0,10.476190476190476,0.047619047619047616,1.4,149.55452436194895,1.4710354028980113,102,862,3,none,0,0.011187330136425588,41.78,25.07,low,OK,0
TX_000103,STORE_02,city,CHK_039,12,5,1,7,7,88,2,normal,0,12.571428571428571,0.2857142857142857,1.0,79.71461716937355,1.1039380621125243,130,862,0,high_cancel_ratio,15,0.027042286975100804,36.79,28.07,low,OK,0
TX_000104,STORE_04,mall,CHK_030,20,1,0,10,10,133,0,normal,0,13.3,0.0,1.0,104.49385474860335,1.2728021214259746,103,895,1,none,0,0.0938410269893235,15.79,9.47,low,OK,0
TX_000105,STORE_04,mall,CHK_034,8,2,0,10,10,124,0,normal,0,12.4,0.0,1.0,104.49385474860335,1.1866726545625628,122,895,1,none,0,0.10985276000286798,10.75,6.45,low,OK,0
TX_000106,STORE_04,mall,CHK_058,18,3,0,10,9,90,0,normal,0,10.0,0.0,0.9,104.49385474860335,0.8612946686341182,106,895,1,none,0,0.12218944503625928,6.88,4.13,low,OK,0
TX_000107,STORE_05,retail_park,CHK_054,20,2,0,12,4,58,0,normal,0,14.5,0.0,0.3333333333333333,123.53757225433526,0.46949279431031254,115,865,2,none,0,0.07629076123206446,21.31,12.79,low,OK,0
TX_000108,STORE_05,retail_park,CHK_052,11,2,0,12,13,185,0,normal,0,14.23076923076923,0.0,1.0833333333333333,123.53757225433526,1.4975201197828936,113,865,2,none,0,0.10545094954711659,12.14,7.28,low,OK,0
TX_000109,STORE_03,mall,CHK_036,18,4,0,9,11,135,1,normal,0,12.272727272727273,0.09090909090909091,1.2222222222222223,98.02662037037037,1.3771769289804594,127,864,1,none,0,0.09707679431412469,14.77,8.86,low,OK,0
TX_000110,STORE_04,mall,CHK_017,19,3,0,10,13,162,0,normal,0,12.461538461538462,0.0,1.3,104.49385474860335,1.5503304035414127,117,895,1,none,0,0.10207071798475592,13.2,7.92,low,OK,0
TX_000111,STORE_02,city,CHK_047,15,6,1,7,1,360,0,too_slow_for_few_items,1,360.0,0.0,0.14285714285714285,79.71461716937355,4.516110254096691,140,862,0,"extremely_slow, basket_too_small",50,-0.12682884605864142,85.17,71.1,high,REVIEW,1
TX_000112,STORE_05,retail_park,CHK_004,21,3,0,12,11,132,0,normal,0,12.0,0.0,0.9166666666666666,123.53757225433526,1.0685008422234699,98,865,2,none,0,0.09817848909179372,14.43,8.66,low,OK,0
TX_000113,STORE_06,retail_park,CHK_024,18,0,0,13,11,87,0,normal,0,7.909090909090909,0.0,0.8461538461538461,131.8413407821229,0.6598840658316243,92,895,2,none,0,0.06590542840886193,24.57,14.74,low,OK,0
TX_000114,STORE_02,city,CHK_025,10,0,0,7,9,73,0,normal,0,8.11111111111111,0.0,1.2857142857142858,79.71461716937355,0.9157668015251622,123,862,0,none,0,0.09660823366199811,14.92,8.95,low,OK,0
TX_000115,STORE_03,mall,CHK_030,8,2,0,9,11,100,1,normal,0,9.090909090909092,0.09090909090909091,1.2222222222222223,98.02662037037037,1.020131058504044,103,864,1,none,0,0.09658266423977269,14.93,8.96,low,OK,0
TX_000116,STORE_05,retail_park,CHK_015,20,3,0,12,10,129,0,normal,0,12.9,0.0,0.8333333333333334,123.53757225433526,1.0442167321729365,112,865,2,none,0,0.12228900541167925,6.84,4.1,low,OK,0
TX_000117,STORE_04,mall,CHK_003,14,3,0,10,12,117,0,normal,0,9.75,0.0,1.2,104.49385474860335,1.1196830692243536,122,895,1,none,0,0.13361840553689341,3.28,1.97,low,OK,0
TX_000118,STORE_01,city,CHK_056,9,0,0,6,8,96,0,normal,0,12.0,0.0,1.3333333333333333,69.33370535714286,1.38460795518568,113,896,0,none,0,0.06887419197285449,23.64,14.18,low,OK,0
TX_000119,STORE_04,mall,CHK_015,9,3,0,10,6,45,0,normal,0,7.5,0.0,0.6,104.49385474860335,0.4306473343170591,112,895,1,none,0,0.08590931023591625,18.28,10.97,low,OK,0
TX_000120,STORE_05,retail_park,CHK_038,14,1,0,12,11,88,0,normal,0,8.0,0.0,0.9166666666666666,123.53757225433526,0.7123338948156467,123,865,2,none,0,0.13192266220720494,3.82,2.29,low,OK,0
TX_000121,STORE_05,retail_park,CHK_028,21,4,0,12,17,194,1,normal,0,11.411764705882353,0.058823529411764705,1.4166666666666667,123.53757225433526,1.5703724499344938,125,865,2,none,0,0.06854280074756591,23.74,14.24,low,OK,0
